facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd
GEROUX GRAVEL PIT,1100 CR 160,WESTCLIFFE,CO,81252,110070072864,,38.1211,-105.468,COG502057,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072864,
GFL ENVORNMENTAL,5160 HAVANA ST UNIT H,DENVER,CO,80239,110071848384,,39.77532,-104.94962,CONOX0921,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071848384,
GFL/ALPINE TRANSFER STATION,7740 E CHERRY CREEK DR S,DENVER,CO,80213,110071082353,,39.681509,-104.898597,COR901589,Violation Identified,,,Y,3,https://echo.epa.gov/detailed-facility-report?fid = 110071082353,
GILCO PETROLEUM PARK,23899 HWY 6,RIFLE,CO,81650,110046289663,,39.528,-107.816,COR900804 COR901369,No Violation Identified,,,Y,5,https://echo.epa.gov/detailed-facility-report?fid = 110046289663,
GILCREST FEEDLOT,22777 WEST CO. RD. 31,LA SALLE,CO,80645,110031105462,,40.330278,-104.773333,COA931048 COA934048,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110031105462,
GILCREST TOWN OF,304 8TH STREET,GILCREST,CO,80623,110010053510,,40.2837,-104.77657,CO0041653 COG588121,Violation Identified,,,Y,4,https://echo.epa.gov/detailed-facility-report?fid = 110010053510,
GILCREST TOWN OF WWTP GROUNDWATER EXTRACTION WELL 2,HWY 85 AND 14 ST,GILCREST,CO,80623,110070520293,,40.28926,-104.76999,COG318087 COG603376,Effluent - Non-monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070520293,
GILLETTE SAND AND GRAVEL,NO ADDRESS SHOWN,GILLETTE,CO,80813,110070053372,,38.7809,-105.1197,COG501770,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053372,
GILMORE RESIDENCE,366 LEDGES POINT,GRAND JUNCTION,CO,81507,110070893582,,39.050855,-108.609158,COR411087,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070893582,
GILPIN COUNTY SCHOOL DISTRICT RE-1,10595 HIGHWAY 119,BLACKHAWK,CO,80422,110005998046,,39.83426,-105.51688,COL631001 COL631049 COX045829 COX631001 COX631049,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110005998046,
GILPIN COUNTY SCHOOL SEWER INTERCONNECT,EVERGREEN RD & CO-119,BLACK HAWK,CO,80422,110071783030,,39.831612,-105.520886,COG081193 COR423982,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783030,
GIRL SCOUTS OF COLORADO,3801 E FLORIDA AVE STE 720,DENVER,CO,80210,110070003502,,39.6893,-104.94249,COL047317,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070003502,
GJ BLACKOUT,715 23 1/2 ROAD,GRAND JUNCTION,CO,81505,110071785043,,39.109023,-108.618533,COR423495,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071785043,
GJ HAULING/TRANSFER,2410 BLUE HERON RD,GRAND JUNCTION,CO,81505,110071822784,,39.0857,-108.60545,COR901699,Violation Identified,,,Y,3,https://echo.epa.gov/detailed-facility-report?fid = 110071822784,
GJT AIRPORT PARKING LOT EXPANSION,FALCON WAY & H RD,GRAND JUNCTION,CO,81506,110072002637,,39.121055,-108.532611,COR428309,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072002637,
GLACIER CLUB DRIVE,40290 US 550 N,DURANGO,CO,81301,110064773507,,37.5009,-107.81662,COR034266 COR401895 COR418359,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110064773507,
GLACIER VIEW MEADOWS,116 MT HARVARD RD,LARIMER COUNTY,CO,80536,110040434615,,40.741744,-105.411049,COX631020,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110040434615,
GLACIER VIEW MEADOWS WATER & SEWER ASSOC,1417 GREEN MOUNTAIND DRIVE,LIVERMORE,CO,80536,110013683308,,40.75113,-105.43348,COL631020,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110013683308,
GLACIER VIEW RANCH,8748 OVERLAND ROAD,WARD,CO,80481,110010054083,,40.12465,-105.46027,CO0030112 COG650014,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010054083,0.04
GLACIER WEST BUSINESS PARK FIL NO 2,3500 HIGHWAY 52,FREDRICK,CO,80516,110070561463,,40.08754,-104.98987,COR405547 COR414584,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070561463,
GLASER ENERGY GROUP TERMINAL,672 N. STATES AVE,PUEBLO WEST,CO,81007,110071863901,,38.353156,-104.648796,COR425404,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071863901,
GLEN ASPEN DAM ACCESS IMPROVEMENTS,220 W SOUTH AVE,WOODLAND PARK,CO,80866,110072183623,,38.995924,-105.054759,COR430171,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072183623,
GLEN ECHO RESORT,31503 POUDRE CANYON HWY,BELLVUE,CO,80512,110013748766,,40.698746,-105.58298,CO0000009,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110013748766,0.01
GLEN HEATHER FITTNESS PAD,100 FOREST AVENUE,DACONO,CO,80514,110071816815,,40.080793,-104.933182,COR424170,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071816815,
GLENDALE MS4,VARIOUS LOCATIONS,GLENDALE,CO,80246,110043732057,,39.694,-104.935,COR090003,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110043732057,
GLENMOOR COUNTRY CLUB,110 GLENMOOR DRIVE,CHERRY HILLS,CO,80113,110071906402,,39.625114,-104.948294,COR426217,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071906402,
GLENWOOD CANYON RESORT WWTF,1308 CR 129,GLENWOOD SPRINGS,CO,81601,110021031060,,39.563056,-107.298889,COG584083 COG588083 COG590083,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110021031060,
GLENWOOD HOT SPRINGS LODGE AND POOL,401 N RIVER ST,GLENWOOD SPRINGS,CO,81602,110063869407,,39.54892,-107.3239,CO0048958 COG600308,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110063869407,6.5
GLENWOOD MAINTENANCE FACILITY,2307 WULFSOHN RD,GLENWOOD SPRINGS,CO,81602,110046327970,,39.55744,-107.35633,COR900103,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110046327970,
GLENWOOD MEADOWS,WULFSOHN RD AND W MEADOWS,GLENWOOD SPRINGS,CO,81601,110071335136,,39.554964,-107.346149,COR417885,No Violation Identified,,,Y,3,https://echo.epa.gov/detailed-facility-report?fid = 110071335136,
GLENWOOD SPRINGS,UNKNOWN,GLENWOOD SPRINGS,CO,81601,110069999513,488119,39.5059,-107.3092,COL020516,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110069999513,
GLENWOOD SPRINGS CITY OF,101 W 8 ST,GLENWOOD SPRINGS,CO,81601,110070003361,,39.54676,-107.32742,COL048852,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070003361,
GLENWOOD SPRINGS MAINTENANCE FACILITY,2307 WULFSOHN ROAD,GLENWOOD SPRINGS,CO,81601,110071336051,,39.556203,-107.355579,COR417871,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071336051,
GLENWOOD SPRINGS STORAGE,100 CENTER DRIVE,GLENWOOD SPRINGS,CO,81601,110071783559,,39.56474,-107.365123,COR423789,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783559,
GLENWOOD SPRINGS WWTF,2315 WULFSOHN RD,GLENWOOD SPRINGS,CO,81601,110041902144,,39.557271,-107.353458,CO0048852 COG073384 CONOX0430,No Violation Identified,Y,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110041902144,2.34
"GLOBAL CIRCUIT INNOVATIONS, INC.","4815 LIST DR., STE 109",COLORADO SPRINGS,CO,80919,110071668853,,38.90173,-104.85226,COPIU004Z,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071668853,
GLOBAL CM LLC,RIDGEGATE AND S HAVANA ST,LONE TREE,CO,80808,110071961510,,39.518399,-104.865396,COG081246,No Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110071961510,
GLOBAL VILLAGE ACADEMY,12415 GRANT STREET,THORNTON,CO,80241,110071727727,,39.923363,-104.986359,COR423118,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071727727,
GLOBAL VILLAGE ACADEMY,12415 GRANT STREET,THORNTON,CO,80241,110070929440,,39.92166,-104.985524,COR411824,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070929440,
GLOBAL VILLAGE ACADEMY DOUGLAS COUNTY,18451 PONDEROSA DRIVE,PARKER,CO,80134,110072002987,,39.53951,-104.77259,COR428347,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072002987,
GLOBEVILLE AFFORDABLE,4965 WASHINGTON ST,DENVER,CO,80216,110072105363,,39.786755,-104.97829,COR428872,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072105363,
GLOBEVILLE CIP PSCO UTILITIES,WASHINGTON STREET FROM E 46TH AVE TO E 52ND AVE,DENVER,CO,80202,110071942835,,39.783317,-104.978314,COR427190,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071942835,
GLOBEVILLE LEVEE IMPROVEMENTS PHASE 2,870 E 50TH AVE,DENVER,CO,80216,110071821853,,39.788326,-104.974149,COR424401,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071821853,
GLOBEVILLE LEVEE SUBPHASE 1A AND 1B,4600 WASHINGTON ST,DENVER,CO,80216,110071816943,,39.784109,-104.976076,COG081017 COG317170 COG317236,Violation Identified,,,Y,4,https://echo.epa.gov/detailed-facility-report?fid = 110071816943,
GMR - REACH AIR FILING NO.1B,2323 AVIATION WAY,COLORADO SPRINGS,CO,80916,110071814435,,38.798453,-104.721475,COR424188,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071814435,
GMX JOHNSTOWN,4880 LARIMER PARKWAY,JOHNSTOWN,CO,80534,110071369827,,40.406474,-104.977982,COR418172,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071369827,
GO DODGE SOUTHWEST,8155 W. LAYTON AVE.,DENVER,CO,80123,110070563550,,39.63016,-105.08385,COR405330,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070563550,
GODSEND LODE CLAIM,CR 3 AND CR 51 NEAR FS201,TELLER COUNTY,CO,00000,110070053676,,38.869976,-105.187365,COG502112,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053676,
GOES FUNERAL CARE & CREMATORY,3665 CANAL DR UNIT E,FORT COLLINS,CO,80524,110014399454,812210,40.57952,-105.00852,COPIU004D,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110014399454,
GOLD BASIN MINE,26020 CR 298,GRANITE,CO,81228,110064517492,,39.0325,-106.354722,CO0048940 COR040287,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064517492,
GOLD CREEK WWTF,34511 CR 13,ELIZABETH,CO,80107,110071862705,,39.34055,-104.610278,COG591037,Failure to Report DMR - Not Received,,,Y,6,https://echo.epa.gov/detailed-facility-report?fid = 110071862705,
GOLD CREEK WWTP,34511 COUNTY ROAD 13,ELIZABETH,CO,80107,110010055705,,39.36973,-104.60676,COG073006 COG582027 COG589037,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110010055705,
GOLD HILL FILING 12,E OF THE S 21ST STREET AND BUSCH AVENUE,COLORADO SPRINGS,CO,80905,110071954833,,38.834232,-104.857774,COR426960,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071954833,
GOLD HILL MESA FILING 12 & 13,"142 N RAVEN MINE DR., SUITE 200",COLORADO SPRINGS,CO,80905,110071785464,,38.835238,-104.856279,COR423425,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071785464,
GOLD HILL MESA FILING NO. 11,1429 S TWENTY FIRST ST.,COLORADO SPRINGS,CO,80905,110070620355,,38.832287,-104.858056,COR406630,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070620355,
"GOLD HILL MESA-TOLL BROS., INC.",E OF S 21ST STREET AND N OF GOLD HILL MESA DRIVE,COLORADO SPRINGS,CO,80904,110071921862,,38.832837,-104.858198,COR426629,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071921862,
GOLD HILL POND 2,SOUTH OF CIMARRON EXPRESSWAY AND 14TH STREET,COLORADO SPRINGS,CO,80905,110070876627,,38.834005,-104.848148,COR410497,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070876627,
GOLD HILLS MESA FIL 3,HWY 24 AND FOUNTAIN CREEK,COLORADO SPRINGS,CO,80906,110064751512,,38.8333,-104.85,COR038445 COR401920,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110064751512,
GOLD'S MARKETPLACE,2625 KIPLING STREET,WHEAT RIDGE,CO,80215,110070818327,,39.755019,-105.109688,COR408914,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070818327,
"GOLDBERG BROTHERS, INC.",10488 WEST CENTENNIAL ROAD,LITTLETON,CO,80127,110071669179,332510,39.56752,-105.11666,COPIU002G,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071669179,
GOLDCO INDUSTRIES,5605 GOLDCO DR,LOVELAND,CO,80538,110002978190,332312 333922,40.44865,-104.99534,COR900091 COR901380,Violation Identified,,,Y,4,https://echo.epa.gov/detailed-facility-report?fid = 110002978190,
GOLDEN (JACOBY) MEADOWS SENIOR APARTMENTS,1515 WINDSHIRE DRIVE,WINDSOR,CO,80550,110071823096,,40.489751,-104.928964,COG081065 COR424568,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110071823096,
GOLDEN ALUMINUM INC. - FORT LUPTON MILL,1405 E. 14TH ST,FORT LUPTON,CO,80621,110000467539,331315 331314 331524,40.09581,-104.80277,COP900099 COPF00105 COPIU009R,Failure to Report DMR - Not Received,Y,,Y,9,https://echo.epa.gov/detailed-facility-report?fid = 110000467539,
GOLDEN CITY OF,COORS N SVC RD & VASQUEZ ST,JEFFERSON COUNTY,CO,80419,110020527134,,39.759972,-105.217139,CO0042170,No Violation Identified,,,Y,3,https://echo.epa.gov/detailed-facility-report?fid = 110020527134,4.8
GOLDEN CONCRETE LLLP DBA AGGREGATE IND,10720 AIRPORT ROAD,LONGMONT,CO,80503,110001719542,212321,40.16706,-105.15449,COG315194 COG500337 COG502110,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110001719542,
"GOLDEN CONCRETE, LLP (UNIVERSAL SCREEN)",30716 S SAINT VRAIN DR,LYONS,CO,80540,110001431914,212321 212311,40.2026,-105.30031,COG500077,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110001431914,
GOLDEN CREEK SUBDIVISION,"NORTH EAST CORNER, W10TH AVE/XENON",GOLDEN,CO,80401,110071069811,,39.733075,-105.139629,COR412347,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071069811,
"GOLDEN EAGLE, APACHE CANYON & PORTIONS OF HILL RANCH CBM OPS",APACHE CANYON,LAS ANIMAS COUNTY,CO,00000,110041243883,,37.141417,-104.958111,CO0048062,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110041243883,2.1
GOLDEN GATE PETROLEUM C-STORE (WHITE WATER),715 FEET NORTHEAST OF THE WILLOW BEND DRIVE AND HI,WHITEWATER,CO,81527,110071904820,,39.000367,-108.456223,COR426357,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071904820,
GOLDEN GATE PETROLEUM MONTROSE,1426 OGDEN ROAD,MONTROSE,CO,81401,110070705967,,38.450887,-107.867511,COR408362,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070705967,
GOLDEN GATE PETROLEUM SILT,520 RIVER FRONTAGE RD,SILT,CO,81652,110070562752,,39.544324,-107.659224,COG076742 COR405665,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070562752,
GOLDEN HIGH SCHOOL,701 24TH ST.,GOLDEN,CO,80401,110070742031,,39.74598,-105.2115,COR408585,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070742031,
GOLDEN LEAF ESTATES,NW CORNER OF I-70 FRONTAGE ROAD AND 26 ROAD,GRAND JUNCTION,CO,81505,110071252070,,39.11577,-108.572563,COR416153,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071252070,
GOLDEN MINE,5079 HWY 93,GOLDEN,CO,80403,110070072766,,39.78494,-105.2312,COG501852,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072766,
GOLDEN MS4,VARIOUS LOCATIONS,GOLDEN,CO,80403,110043732066,,39.854,-105.222,COR090004,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110043732066,
GOLDEN OVERLOOK,17030 W. 4TH AVE,GOLDEN,CO,80401,110071083648,,39.714782,-105.189973,COR413549,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071083648,
GOLDEN OVERLOOK - FILING NO. 1,WEST OF W 4TH AVE AND EAST OF W ARCHER AVE,GOLDEN,CO,80401,110071514600,,39.716525,-105.18949,COR421166,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071514600,
GOLDEN TRIANGLE CONSTRUCTION OFFICE BUILDING,8008 RASPBERRY WAY,FREDERICK,CO,80504,110071064699,,40.11716,-104.976747,COR412296,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071064699,
GOLDEN VIEW SUBDIVISION,WEST OF QUAKER ST AND NORTH OF S GOLDEN RD,GOLDEN,CO,80401,110071785300,,39.737754,-105.188031,COR424120,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071785300,
"GOLDEN WAY MECHANICAL, INC.",6874 WEST BENNETT PLACE,LAKEWOOD,CO,80227,110037270208,,39.65894,-105.07298,COG607106,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110037270208,
GOLDEN WONDER MINE,5 MI SE OF TOWN ON DEADMAN GULCH RD,HINSDALE COUNTY,CO,81235,110064611647,,38.00337,-107.28327,CO0048119,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064611647,0.16
GOLDENWEST DIAMOND CORPORATION DBA THE JEWELRY EXCHANGE,8000 E BELLEVIEW AVE,GREENWOOD VILLAGE,CO,80111,110071708832,,39.624,-104.89601,COPIU006Y,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071708832,
GOLDHILL MESA FIL 11,CORNER OF 21ST STREET AND LOWER GOLD CAMP RD,COLORADO SPRINGS,CO,80905,110071880434,,38.828313,-104.859196,COR425612,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071880434,
GOLDIGGER I AND II,BEAVER CREEK RD,FAIRPLAY,CO,80440,110071298328,,39.2856,-106.01987,COR040308,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110071298328,
GOLDSMITH GULCH WEST TRIBUTARY AT CALEY POND,S YOSEMITE ST AND E CALEY AVE,GREENWOOD VILLAGE,CO,80111,110072001968,,39.6018,-104.884386,COG081308 COR428182,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072001968,
GOLDSMITH METRO DIST MS4,VARIOUS LOCATIONS,GREENWOOD VILLAGE,CO,80111,110043732529,,39.612,-104.886,COR070057,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110043732529,
GOOD PAINT LLC - 6292 COLORADO BLVD,6292 COLORADO BLVD.,COMMERCE CITY,CO,80022,110067634368,332812,39.811399,-104.940439,COPIU0015 COPU00125,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110067634368,
GOODRICH AIP,1275 NEWPORT RD N,COLORADO SPRINGS,CO,80916,110046316740,,38.812685,-104.726713,COR900539,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110046316740,
GOODRICH CORP - AIRCRAFT INTERIORS,1275 N NEWPORT RD,COLORADO SPRINGS,CO,80916,110041971426,336360 336413,38.81263,-104.72837,COPIU005J,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110041971426,
GOODRICH CORP - CARBON OPERATIONS PUEBLO,50 WILLIAM WHITE BLVD,PUEBLO,CO,81001,110070331662,336413,38.27935,-104.51488,COPIU000E,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070331662,
GOODRICH PIT,HWY 16 AND CR 185,KIM,CO,81049,110070526939,,37.185064,-103.472201,COG502176,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070526939,
GOODWILL COLORADO,1034 S 8TH AVE,BRIGHTON,CO,80601,110071885110,,39.97047,-104.81244,COR425745,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071885110,
GOODWILL DENVER,6850 N FEDERAL BLVD,DENVER,CO,80221,110055075207,452112,39.82207,-105.02501,CONOX0524 CONOX0637,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110055075207,
GOOGLE FIBER - LAKEWOOD,165 FEET SOUTH OF THE WEST 8TH AVENUE AND QUAIL ST,LAKEWOOD,CO,80215,110071437712,,39.728689,-105.1235,COR420604,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071437712,
GOOSE CREEK PROJECT,HWY 151 AND FOSSETT GULCH RD,ARBOLES,CO,81121,110070265043,,37.147113,-107.382409,COR03T756 COR400721,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070265043,
GOOSE HAVEN RESERVOIR #2,3993 N 107,BOULDER COUNTY,CO,80026,110045481475,,40.04,-105.11,COG501535,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110045481475,
GOOSE PASTURE TARN DAM REHAB,439 WAGON RD,BRECKENRIDGE,CO,80424,110071068242,,39.456743,-106.031725,COG080413 COR412318,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071068242,
GORDON COMPOSITES INC,2350 AIR PARK RD,MONTROSE,CO,81401,110002997730,326130,38.499262,-107.904802,CONOX0651,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110002997730,
GORDON PIT,2000 W 64TH AVE.,DENVER,CO,80221,110072108550,,39.814104,-105.009693,COR429126,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072108550,
GORDON RESIDENCE,4650 S DENICE DR,CHERRY HILLS VILLAGE,CO,80111,110072147569,,39.63301,-104.91967,COR429837,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072147569,
GORE PASS - WINDY GAP TRANSMISSION LINE,1100 W. 1116TH AVE,WESTMINSTER,CO,80234,110071951968,,40.112331,-105.987432,COR427536,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071951968,
GORMAN AND COMPANY LARADON HOMES,5120 N BROADWAY,DENVER,CO,80216,110070249961,,39.789571,-104.98754,COR03T242 COR401325,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070249961,
GORMAN MORRISON,5048 MORRISON RD,DENVER,CO,80219,110070826359,,39.697818,-105.051814,COR409312,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070826359,
GOTHAM GREENS WINDSOR,SE OF THE WHITNEY DITCH AND E OF WELD COUNTY RD 23,WINDSOR,CO,80550,110071220104,,40.456939,-104.850541,COR414680,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071220104,
"GOULD CONSTRUCTION, INC. LOWER YARD LEASE",4067 COUNTY RD 154,GLENWOOD SPRINGS,CO,81601,110071885238,,39.482949,-107.292685,COR424723,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071885238,
GOVERNMENT HIGHLINE CANAL,GRAND VALLEY WATER USERS ASSOCIATION,GRAND JUNCTION,CO,81505,110071884742,,39.256767,-108.756721,COR426001,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071884742,
GP2 EXPANSION,13250 RAY NIXON ROAD,FOUNTAIN,CO,80817,110071848791,,38.643574,-104.697453,COR424725,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071848791,
GPO EXPANSION-PASSPORT WAREHOUSE,31700 EXCELLENCE AVE,PUEBLO,CO,81001,110071884859,,38.279411,-104.491681,COR425783,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071884859,
GPT INDUSTRIES,4990 IRIS ST,WHEATRIDGE,CO,80033,110070285401,,39.78734,-105.1062,CONOX0341,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070285401,
"GPT INDUSTRIES, LLC - WHEAT RIDGE",4990 IRIS ST,WHEAT RIDGE,CO,80033,110064589075,332812,39.78734,-105.1062,COR901678,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110064589075,
GQUE BBQ TIMNATH,SE FRONTAGE RD & WEITZEL ST,TIMNATH,CO,80528,110072073644,,40.518426,-104.991134,COR428794,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072073644,
GRACE DAVISON,8101 MIDWAY DRIVE,LITTLETON,CO,80125,110010304857,326199 336419 541715,39.54773,-105.03888,COP900549 COR900155,Not Applicable,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110010304857,
GRADING THE SITE AND EXCAVATING FOR BASEMENT,2520 S KIPLING ST,LAKEWOOD,CO,80227,110071916973,,39.67027,-105.109686,COUT00328,Not Applicable,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071916973,
GRAFF MEADOWS,527 29 RD,GRAND JUNCTION,CO,81504,110070203685,,39.08103,-108.51517,COR03S263 COR404301,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070203685,
GRALAND PARKING GARAGE DISCHARGE PROJECT,30 BIRCH STREET,DENVER,CO,80220,110014337093,,39.71649,-104.93613,COG318059 COG600478 COG603007 COG603218,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110014337093,
GRAMD JUNCTION PEAK READY MIX,2868 FREEWAY,GRAND JUNCTION,CO,81502,110038630005,327320,39.072786,-108.523011,COR900233,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038630005,
