facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd,facility_type,receiving_waters
CONFLUENCE PARK APARTMENTS,2166 15 ST,DENVER,CO,80202,110056125376,,39.75453,-105.00681,CO0049003 COG074515 COG315339 COR03N003 COR03N562 COR400927,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110056125376,,,
COMPASS SCHOOL WWTF,1099 WOODY CREEK RD,PITKIN COUNTY,CO,81656,110056123671,,39.27455,-106.87045,COX622044,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110056123671,,,
COMMUNITY COLLEGE OF AURORA MS4,VARIOUS LOCATIONS,AURORA,CO,80011,110043732486,,39.726,-104.829,COR070046 COR070047,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043732486,,,
COMANCHE (470),2005 LIME RD,PUEBLO,CO,81006,110000467851,221112 22131,38.201929,-104.57088,CO0000612 COG071993 COG650003 COL650003 COR403639,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000467851,5.17,,
COLUMBINE VALLEY MS4,VARIOUS LOCATIONS,COLUMBINE VALLEY,CO,80113,110043732075,,39.605,-105.035,COR090007,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043732075,,,
COLORADO SUPPLY CHAIN CENTER,10252 E 51 AVE,DENVER,CO,80239,110046329246,,39.79027,-104.87243,COR900470,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046329246,,,
COLORADO SPRINGS AIRPORT,7770 MILTON E PROBY PKWY,COLORADO SPRINGS,CO,80916,110037259098,,38.791829,-104.72024,COG601016 COR03M700 COR03O055 COR405510 COR415276 COR424216 COR900730,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037259098,,,
COLORADO MOTOR SPORTS PARK,2050 SCR 201,BYERS,CO,80103,110064413549,,39.67552,-104.11524,COX621093,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064413549,,,
COLORADO MOSS ROCK,CR 248 AND CR 259,RYE,CO,81069,110070072867,,37.921,-104.958,COG502064,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072867,,,
COLORADO GRAVEL PRODUCTS,45247 HWY 112,CENTER,CO,81125,110070051964,,37.748788,-106.183487,COG501859,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070051964,,,
COLORADO ENERGY RECYCLERS-TIRE RECYCLING,19755 BOCA RATON HEIGHTS,FOUNTAIN,CO,80817,110046299885,423930,38.544,-104.655,COR03N091 COR400989 COR900981,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046299885,,,
CR 5001 WWTF,P.O. BOX 1208,FRASER,CO,80482,110024383139,,39.949167,-105.866944,CO0049022 COX630029 COX634016,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110024383139,0.009,,
COVERED BRIDGE BUILDING,227 BRIDGE STREET,VAIL,CO,81657,110010055126,,39.64115,-106.37359,COG600254 COG605009,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010055126,,,
COTTONWOOD QUARRY,US 40 AND CR 55,GRAND COUNTY,CO,80478,110070072809,,40.0383,-105.9875,COG501924,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072809,,,
COTTER CORP WESTERN SLOPE OPS OFFICE,28151 DD RD,NUCLA,CO,81424,110070161434,,38.24765,-108.51852,COR901408,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070161434,,,
CORTEZ MUNICIPAL AIRPORT,22874 CNTY RD F - TSA OFFICE,CORTEZ,CO,81321,110018871121,926120,37.304328,-108.630915,COR900217,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110018871121,,,
CORKLE OIL CO MAINTENANCE FAC,308 GRANT ST,WALDEN,CO,80480,110070152670,,40.733161,-106.285642,COR901379,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070152670,,,
COOPER LIGHTING,18001 E COLFAX AVE,AURORA,CO,80011,110054104189,,39.74027,-104.77884,CONOX0956 COPIU006I COR901145,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054104189,,,
COOK PIT,25 MESA RD,DELTA COUNTY,CO,00000,110070072890,,38.698404,-108.136278,COG502116,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072890,,,
CONNELL CARR PIT,CR 126 AND CR 17,CARR,CO,80612,110070052844,,40.903328,-104.900165,COG502124,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070052844,,,
CONIFER METROPOLITAN DISTRICT,10420 S US HWY 285,CONIFER,CO,80433,110024383120,,39.530278,-105.304444,COX047392,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110024383120,,,
CONIFER MD WWTF,10790 COUNTY HWY 73,CONIFER,CO,80433,110010053618,,39.520556,-105.306111,CO0040096 COG589060,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010053618,,,
ROCKY MOUNTAIN METAL ENDS,4487 MCINTYRE ST,GOLDEN,CO,80401,110046299938,,39.77833,-105.175,COR900982,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046299938,,,
ROCK GULCH GRAVEL PIT,5730 CR 107,SALIDA,CO,81201,110070063602,,38.516447,-106.000908,COG502078,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063602,,,
ROBERT FULTON RECLAMATION,VIRGINIA CANYON RD AND RUSSELL GULCH,GILPIN COUNTY,CO,00000,110069419980,,39.861156,-105.528878,COR040293,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110069419980,,,
RIVERSIDE AGGREGATES 2 VERHOEFF PIT,5 ST AND CR J J,HASTY,CO,81044,110070072844,,38.0947,-102.988611,COG501982,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072844,,,
RIVERSBEND APARTMENTS,4070 LOWER RIVER BEND,SNOWMASS,CO,81654,110022544399,,39.30444,-106.93125,COG588066 COG590066,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022544399,,,
RIO COURT LIGHT RAIL TRANSIT MTCE ROW,1350 RIO CT,DENVER,CO,80204,110063719427,,39.73843,-105.00705,COR901267,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110063719427,,,
RINKER MATERIALS HYDRO CONDUIT,8600 N WELBY RD,DENVER,CO,80229,110022811867,327390,39.85,-104.95,COR900324,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022811867,,,
RIFLE MATERIAL RESOURCE AREA,US 6 AND CR 194,RIFLE,CO,81650,110070054614,,39.530556,-107.769444,COG501970,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054614,,,
RIFLE CORRECTIONAL CENTER,200 COUNTY ROAD 219,RIFLE,CO,81650,110009067552,,39.64936,-107.78175,CO0040771 COL046060 COX046060 COX634065,Effluent - Non-monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110009067552,,,
"CRYSTALJACK GLACIER PEAK, TD MINERALS",LAKE GEORGE - NATIONAL FOREST LAND,LAKE GEORGE,CO,80813,110070072743,,39.05,-105.283333,COG501746,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072743,,,
CROSSROADS BUSINESS CENTER,13760 SH 115,FREMONT COUNTY,CO,81240,110038448775,,38.410833,-105.045833,COX622011,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110038448775,,,
CROSSON FIELD,16562 HWY 14,STERLING,CO,80751,110046331000,,40.615277,-103.264166,COR900196,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046331000,,,
CROSS MOUNTAIN 1,25801 CR 10,MAYBELL,CO,81640,110070054374,,40.5572,-108.43508,COG501898,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054374,,,
CROSS AND CARIBOU MINES,CROSS AND CARIBOU MINES,BOULDER COUNTY,CO,80466,110010053878,,39.975,-105.575,CO0032751,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110010053878,0.458,,
CROOKED CREEK RANCH,783 CR 5020,FRASER,CO,80442,110016678638,,39.94611,-105.885611,CO0045411,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110016678638,0.033,,
CRIPPLE CREEK & VICTOR GOLD MINING CO,1280 STATE HWY 67,VICTOR,CO,80860,110041971337,212221 21222 212220,38.721672,-105.157514,CO0024562 CO0043648,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110041971337,2.73,,
CREEDE WWTF,2223 N MAIN ST,CREEDE,CO,81130,110009128568,,37.856024,-106.92774,CO0040533,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110009128568,0.56,,
CRAIG-MOFFAT COUNTY AIRPORT,3005 HWY 394,CRAIG,CO,81625,110046319630,,40.492632,-107.622679,COR900215,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046319630,,,
CRADER PIT,27000 HWY 160 S,LA PLATA COUNTY,CO,81301,110070054716,,37.21994,-107.84927,COG501903,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054716,,,
"RIDGWAY, TOWN OF",501 OTTO STREET,RIDGWAY,CO,81432,110022551683,,38.15547,-107.75631,COG584047 COG588047 COG591217,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022551683,,,
REYNOLDS PIT,5375 TOWNSEND RD,DELTA,CO,81416,110070102776,,38.7475,-108.102777,COG501955,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070102776,,,
REVERSE OSMOSIS WTP,4350 E BROMLEY LN,BRIGHTON,CO,80601,110020177011,,39.971833,-104.765667,CO0046728,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110020177011,1.7,,
RED ROCKS COMMUNITY COLLEGE MS4,VARIOUS LOCATIONS,LAKEWOOD,CO,80403,110043756290,,39.72,-105.15,COR070045,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043756290,,,
RED MOUNTAIN OPEN SPACES,CR 23 AND CR 21,LARIMER COUNTY,CO,80549,110070063591,,40.948611,-105.166388,COG502058,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063591,,,
RECONSERVE OF COLORADO,5801 FRANKLIN ST,DENVER,CO,80216,110007350295,311119,39.80239,-104.96869,COR426915 COR900453,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110007350295,,,
RECLA METALS,136 S MAPLE AVE,MONTROSE,CO,81401,110046324946,,38.47442,-107.88286,COR900931,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046324946,,,
READY MIXED CONCRETE COMPANY,14585 BRIGHTON ROAD,BRIGHTON,CO,80601,110001399362,327320 212321,39.96018,-104.83802,COG500274 COG500472 COG501595 COR900318,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001399362,,,
DEAKINS PIT,1200 1 ST,CRAIG,CO,81625,110012329783,,40.50686,-107.56071,COG500419,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110012329783,,,
DBTL CAPITAL CORP,2518 DELAWARE ST,DENVER,CO,80223,110067614344,,39.67076,-104.9923,COR901307,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110067614344,,,
DAWSON MINE,7 MI E OF KIOWA,KIOWA,CO,80117,110070054669,,39.395522,-104.389585,COG501851,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054669,,,
DAVIS PIT,CR LL AND CR 19 1/2 MI W ON CR 19,PROWERS COUNTY,CO,81047,110070072799,,38.1167,-102.4,COG501912,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072799,,,
DAVIES MOBILE PARK WWTW,1648 E DOUGLAS RD,FORT COLLINS,CO,80524,110037261735,,40.63936,-105.0479,COX621009 COX634033,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037261735,,,
DAKOTA MINE,21208 W 56 AVE,GOLDEN,CO,80403,110070072765,,39.79801,-105.24141,COG501850,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072765,,,
D AND E MAIL CONTRACTORS INC,1420 CEDAR AVE,CANON CITY,CO,81212,110046327792,,38.41755,-105.21734,COR900092,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046327792,,,
D & J PALLET INC,3675 S HWY 85/87,COLORADO SPRINGS,CO,80906,110046293747,,38.77869,-104.78286,COR900591,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046293747,,,
CUTTYS HAYDEN CREEK RESORT,3428 FREMONT COUNTY ROAD 6,FREMONT COUNTY,CO,81222,110070743602,,38.36555,-105.75803,COX634054,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070743602,,,
CUSTER COUNTY LANDFILL,2250 RD 328,WESTCLIFFE,CO,81252,110056140493,562212,38.083333,-105.416666,COR900415,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110056140493,,,
CUCHARA VALLEY AT LA VETA,HWY 12 3/4 MILE N,LA VETA,CO,81055,110046330662,,37.523888,-105.009166,COR900170,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046330662,,,
CU UTILITIES SERVICES,18 ST & COLORADO AVE,BOULDER,CO,80309,110054139375,,40.007778,-105.269167,COR900409,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054139375,,,
DETERDING,US 34 5 MI W OF TOWN,WRAY,CO,80759,110070054522,,40.083653,-102.330314,COG501990,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054522,,,
DENVER SCRAP METAL RECYCLING,4920 WASHINGTON ST,DENVER,CO,80216,110032746615,562998 423930,39.78626,-104.97829,COR900728,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110032746615,,,
DENVER REEL & PALLET CO,4600 MONACO ST,DENVER,CO,80216,110054121507,,39.77968,-104.91287,COR900589,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054121507,,,
DENVER METAL RECYCLING FERROUS YARD,4501 IVY ST,DENVER,CO,80216,110070102983,,39.77867,-104.92007,COR901360,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070102983,,,
DENVER METAL RECYCLING,4770 IVY ST,DENVER COUNTY,CO,80216,110054949561,423930,39.78286,-104.91996,COR901183,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054949561,,,
DENVER INDUSTRIAL SALES & SERVICES CO,850 S LIPAN ST,DENVER,CO,80223,110001435162,324121 324122,39.70074,-105.0015,COR230480 COR900650,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001435162,,,
DENVER HEALTH & HOSPITAL AUTHORITY MS4,VARIOUS LOCATIONS,DENVER,CO,80204,110043732654,,39.727,-104.99,COR070081,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110043732654,,,
DENVER HAULING,5500 FRANKLIN ST,DENVER,CO,80216,110046324839,,39.796388,-104.9675,COR900911,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046324839,,,
DELTA ROCKY MOUNTAIN PETROLEUM,9155 BOSTON ST.,HENDERSON,CO,80640,110000467575,324191 325998 325110,39.86274,-104.87932,COR900402,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000467575,,,
DELTA PIT,1690 H38 RD,DELTA,CO,81416,110070072859,,38.761073,-108.058087,COG502031,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072859,,,
DELLACROCE GRAVEL PIT,2210 W BAPTIST RD,COLORADO SPRINGS,CO,80921,110070054217,,39.056642,-104.864674,COG501778,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054217,,,
DEL NORTE WWTF,1 MI E. OF TOWN ON US HWY 160,DEL NORTE,CO,81132,110009128354,,37.6767,-106.330278,CO0020281,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110009128354,0.99,,
READY MIXED CONCRETE CO PLANT 14,1195 ROCK CREEK RD,LAFAYETTE,CO,80026,110040366797,327320,39.9787,-105.07291,COR900904,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110040366797,,,
READY MIXED CONCRETE CO - PLANT 13,5775 AIRPORT RD,LOUVIERS,CO,80135,110054115701,327320,39.471944,-104.995277,COR900896,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054115701,,,
RBC RANGELY AIRPORT 4VO,2248 E MAIN ST,RANGELY,CO,81648,110046319818,,40.092946,-108.757273,COR410173 COR900228,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046319818,,,
RANDY SHAW PIT,CR C AND CR 16 1/2 MI S,PROWERS COUNTY,CO,81047,110070072797,,37.6833,-102.416666,COG501910,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072797,,,
RANCH WAY FEED MILLS,416 LINDEN STREET,FORT COLLINS,CO,80524,110000467423,311119,40.59066,-105.0723,COR901403,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000467423,,,
RANCH LAND ROCK PIT 2,8380 W HWY 96,PUEBLO,CO,81005,110070072793,,38.22903,-104.61391,COG501895,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072793,,,
RANCH AT ROARING FORK HOA,14913 HWY 82,CARBONDALE,CO,81623,110022552281,,39.410071,-107.170975,COG584051 COG588051 COG591202,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022552281,,,
RAFTOPOULOS PIT 1,24550 CR 4,CRAIG,CO,81625,110070052209,,40.9233,-108.070833,COG501897,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070052209,,,
R-34 PIT,3001 N TOWNSEND AVE,MONTROSE,CO,81401,110069997685,,38.50931,-107.91083,COG501615,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110069997685,,,
R + L CARRIERS - DVR,16500 SMITH RD,AURORA,CO,80011,110054915552,,39.755956,-104.794601,COR901173,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054915552,,,
QUALITY LININGS & PAINTING,8250 E 40TH AVE,DENVER,CO,80207,110020900417,332999 211130 211111,39.77284,-104.89172,COPIU007P COR230463 COR900679,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110020900417,,,
QUALITY,9775 E 97 PL,HENDERSON,CO,80640,110055623151,,39.87368,-104.87399,COR901214,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110055623151,,,
"PURINA ANIMAL NUTRITION, LLC",6151 BRIGHTON BLVD,COMMERCE CITY,CO,80022,110060260355,311119,39.80944,-104.93914,COPIU001G COR900461,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110060260355,,,
PURGATORY METROPOLITAN DIST,0.3 MI E OF DURANGO MTN RESORT HWY 550 N,DURANGO,CO,81301,110023136729,,37.634497,-107.806298,COG589010 COG591010,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110023136729,,,
DURANGO NORTH RIVERSIDE KOA,13391 COUNTY ROAD 250,DURANGO,CO,81301,110022455528,,37.454161,-107.803239,COG584020 COG588020,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022455528,,,
DURANGO MS4,VARIOUS LOCATIONS,DURANGO,CO,81301,110044271855,,37.274,-107.879,COR090088,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044271855,,,
DSNG RR DEPOT YARD AND MUSEUM,479 MAIN AVE,DURANGO,CO,81301,110046292720,,37.26913,-107.88216,COR900134,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046292720,,,
DREHER PIT,6480 CR K,YUMA COUNTY,CO,80822,110070054082,,39.663158,-102.629703,COG502065,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054082,,,
DOVE CREEK WWTF,S. OF TOWN ON W SIDE OF DOVE CREEK,DOLORES COUNTY,CO,81324,110037940832,,37.756667,-108.905556,COG589079,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110037940832,,,
DICKERSON PIT,333501 W HWY 50,GUNNISON,CO,81230,110070003053,,38.5167,-107.133333,COG501814 COR341084,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070003053,,,
DG COLEMAN INC,7340 BRIGHTON RD,COMMERCE CITY,CO,80022,110070152682,,39.829853,-104.926017,COR901413,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070152682,,,
EAGLE VALLEY CLEAN ENERGY,10775 US 6,GYPSUM,CO,81637,110054957409,221117,39.64812,-106.943445,CO0048901 COG074311 COG603216 COG605035 COR901229,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054957409,0.6,,
EAGLE TOWN OF WWTP,185 VIOLET LN,EAGLE COUNTY,CO,81631,110064608090,,39.646996,-106.841562,CO0048241 CONOX0391,Effluent - Non-monthly Average Limit,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110064608090,1.65,,
EAGLE GYPSUM MINE,740 HWY 6,GYPSUM,CO,81637,110069999369,327420,39.64815,-106.95195,COG501700 COR340504,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110069999369,,,
EAGLE COUNTY REGIONAL AIRPORT,219 ELDON WILSON RD,GYPSUM,CO,81637,110054102449,,39.6425,-106.917222,COR900400,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054102449,,,
E & W PORTALS OF MOFFAT TUNNEL,EAST PORTAL,UNK,CO,99999,110024383086,,39.90366,-105.63935,CO0047554 COG600684,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110024383086,0.5,,
"E & C PRECAST CONCRETE, INC.",9608 MOORE RD,LITTLETON,CO,80125,110059285839,327390,39.50125,-105.02672,COR900212,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110059285839,,,
"DURANGO, CITY OF WWTP",105 CAMINO DEL RIO,DURANGO,CO,81301,110017709434,,37.269358,-107.884768,CO0024082 COG650075 COR900100,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110017709434,3.28,,
DURANGO SOLID WASTE TRANSFER STATION,790 TECH CENTER DRIVE,DURANGO,CO,81301,110041628129,562119,37.275613,-107.894171,COR901516,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110041628129,,,
DURANGO RV PARK,5875 HWY 550,DURANGO,CO,81303,110070570006,,37.079694,-107.867712,COX634023,Compliance/Permit Schedule - Violations,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070570006,,,
DURANGO RECYCLE CENTER,710 TECH CENTER DR,DURANGO,CO,81301,110054111297,,37.274339,-107.894197,COR900446,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110054111297,,,
PUEBLO WEST METRO DIST MS4,VARIOUS LOCATIONS,PUEBLO WEST,CO,81007,110069480608,,38.385809,-104.795882,COR090103,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110069480608,,,
PUEBLO STATE FISH HATCHERY,500 PUEBLO RESERVOIR RD,PUEBLO,CO,81005,110006782856,,38.25816,-104.71438,COG130012,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006782856,,,
PUEBLO SCHOOL DIST 60,1902 MONTEZUMA RD,PUEBLO,CO,81003,110002986804,61111,38.28443,-104.621018,COR070227,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002986804,,,
PUEBLO COUNTY PUBLIC WORKS,VARIOUS LOCATIONS,PUEBLO,CO,81007,110044271775,,38.277,-104.48,COR090060,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110044271775,,,
PUEBLO COUNTY HIGH SCHOOL WWTF,1050 35 LANE,PUEBLO,CO,81006,110070063670,,38.24632,-104.46851,COX631075,Effluent - Non-monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063670,,,
PUEBLO COMMUNITY COLLEGE MS4,900 W ORMAN AVE,PUEBLO,CO,81004,110002969887,61131,38.26231,-104.63721,COR070224,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002969887,,,
PUBLICATION PRINTERS CORP,2001 SOUTH PLATTE DR,DENVER,CO,80223,110022511931,323111 323110 32311,39.68089,-105.0007,COR900877,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110022511931,,,
PUBLIC SERVICE COMPANY OF COLORADO CHEROKEE STATION,6198 FRANKLIN ST,DENVER,CO,80216,110000859679,221112 221119,39.807769,-104.964802,CO0001104 COR03I359 COR410620 COR900558,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000859679,3.1,,
PROTECTO WRAP CO,2255 SOUTH DELAWARE STREET,DENVER,CO,80223,110002985636,313320 325520,39.67555,-104.99229,COR900651,Effluent - Monthly Average Limit,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002985636,,,
PRINCE ALBERT MINE,U16 RD AND EE22,URAVAN,CO,81436,110069422690,,38.3717,-108.790277,COR040301,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110069422690,,,
ELLIOTTS AUTO PARTS,5511 COLORADO BLVD,DACONO,CO,80514,110070152681,,40.080537,-104.942131,COR430255 COR901410,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070152681,,,
ELLICOTT SPRINGS WWTF,"SE 1/4 S12, T15S, R63W",UNK,CO,99999,110024382559,,38.754667,-104.395167,CO0047252,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110024382559,0.25,,
ELECTRONICS METAL FINISHING CORP,3025 JANITELL RD,COLORADO SPRINGS,CO,80906,110000467682,334419 332813 332999,38.78785,-104.79149,COPIU0051 COR900663,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110000467682,,,
ELBERT CO PIT,25295 N ELBERT RD,ELBERT,CO,80106,110070390052,,39.126033,-104.551816,COG502165,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070390052,,,
ELAM READY MIX,697 CR 252,DURANGO,CO,81301,110070054560,,37.38533,-107.840158,COG501978,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070054560,,,
